id_employee,age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_actuelle,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,augmentation_salaire_precedente,score_evolution_carriere,indice_evolution_salaire,frequence_deplacement,salaire_cat,salaire_cat_eq,position_salaire_poste,position_salaire_poste_anc,score_carriere_cat,indice_evol_cat,statut_marital,domaine_etude,poste_departement,genre,heure_supplementaires,nouveau_responsable,attrition_num
1079,21,1416,1,1,1,0,3,3,2,1,1,1,2,0,6,10,3,1,0,13,23.58296784306902,6.5000005,Occasionnel,Très bas,Très bas,Très bas,Très bas,Haut,Bas,Célibataire,Infra & Cloud,Consultant_Consulting,F,Non,Oui,1
1080,46,4615,8,19,16,13,4,4,2,2,1,1,3,3,2,8,4,1,7,23,5.707574588988421,11.5000005,Occasionnel,Bas,Très bas,Moyen,Très bas,Bas,Moyen,Divorcé(e),Infra & Cloud,Assistant de Direction_Consulting,F,Oui,Non,0
1081,51,2461,9,18,10,0,1,3,3,1,3,3,4,3,2,4,4,2,7,12,2.839538166353397,4.000000333333333,Occasionnel,Très bas,Très bas,Bas,Bas,Très bas,Très bas,Marié(e),Infra & Cloud,Assistant de Direction_Consulting,M,Oui,Non,1
1082,28,8722,1,10,10,7,2,3,2,3,1,1,2,0,2,24,2,1,9,12,4.949301409405323,6.0000005,Aucun,Moyen,Bas,Haut,Haut,Bas,Bas,Célibataire,Entrepreunariat,Manager_Consulting,M,Non,Non,1
1083,26,3955,1,6,5,3,1,3,2,1,1,1,3,2,2,1,2,1,3,16,11.04398561390586,8.0000005,Occasionnel,Bas,Très bas,Moyen,Moyen,Bas,Moyen,Marié(e),Transformation Digitale,Consultant_Consulting,M,Non,Non,0
1084,30,9957,0,7,6,2,3,3,3,2,1,3,2,1,1,20,3,0,2,15,19.72742601630906,15.000001,Occasionnel,Moyen,Bas,Moyen,Moyen,Moyen,Haut,Marié(e),Autre,Tech Lead_Consulting,M,Non,Non,0
1085,41,3376,1,10,10,6,2,3,4,1,3,3,3,0,3,7,2,0,8,13,9.601969762705037,13.000001,Occasionnel,Bas,Très bas,Haut,Très bas,Bas,Moyen,Marié(e),Entrepreunariat,Assistant de Direction_Consulting,F,Non,Non,0
1088,38,8823,0,20,19,9,3,3,2,3,3,1,2,1,4,17,1,1,9,18,4.088353979550766,9.0000005,Occasionnel,Moyen,Bas,Haut,Haut,Bas,Moyen,Marié(e),Infra & Cloud,Manager_Consulting,F,Non,Non,0
1092,40,10322,4,14,11,10,1,4,3,3,4,4,3,1,6,20,4,11,1,20,1.283629188412788,1.66666675,Occasionnel,Moyen,Bas,Moyen,Haut,Très bas,Très bas,Marié(e),Entrepreunariat,Manager_Consulting,M,Non,Non,0
1094,27,4621,1,3,3,2,1,3,1,1,3,4,3,3,4,8,5,1,2,19,20.041635183054375,9.5000005,Aucun,Bas,Très bas,Moyen,Moyen,Moyen,Moyen,Marié(e),Infra & Cloud,Consultant_Consulting,M,Non,Non,0
1096,55,10976,3,23,3,2,4,3,3,3,2,2,3,1,4,2,1,1,2,18,20.933005433741144,9.0000005,Frequent,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Marié(e),Infra & Cloud,Tech Lead_Consulting,M,Non,Non,0
1097,28,3660,3,10,8,7,3,3,3,2,3,4,4,0,4,10,3,1,7,13,5.926188843114148,6.5000005,Occasionnel,Bas,Très bas,Haut,Haut,Bas,Bas,Célibataire,Autre,Assistant de Direction_Consulting,F,Non,Non,0
1098,44,10482,9,24,20,6,2,3,2,3,1,4,3,1,1,1,2,3,6,14,1.5429184729505498,3.50000025,Occasionnel,Moyen,Bas,Moyen,Moyen,Très bas,Très bas,Marié(e),Transformation Digitale,Ressources Humaines_Ressources Humaines,M,Non,Non,1
1099,33,7119,4,9,3,2,4,3,2,3,4,3,3,1,2,5,3,1,2,15,16.632494242094165,7.5000005,Occasionnel,Haut,Bas,Haut,Moyen,Moyen,Bas,Divorcé(e),Infra & Cloud,Manager_Consulting,M,Non,Non,0
1100,35,9582,0,9,8,7,4,4,3,3,1,1,3,0,2,4,3,4,7,22,4.4820093467401945,4.4000002,Occasionnel,Moyen,Bas,Moyen,Moyen,Bas,Bas,Célibataire,Entrepreunariat,Cadre Commercial_Commercial,M,Oui,Non,1
1101,33,4508,1,14,13,7,1,4,2,2,3,2,3,0,4,29,4,3,8,22,3.3054336310552594,5.50000025,Frequent,Bas,Très bas,Moyen,Haut,Très bas,Bas,Célibataire,Transformation Digitale,Assistant de Direction_Consulting,F,Non,Non,1
1102,28,2207,1,4,4,2,1,3,3,1,3,4,2,1,5,15,2,2,2,16,8.213165747879613,5.333333666666667,Occasionnel,Très bas,Très bas,Très bas,Très bas,Bas,Bas,Divorcé(e),Infra & Cloud,Consultant_Consulting,M,Non,Non,0
1103,34,7756,0,7,6,2,1,3,3,2,4,3,2,0,1,3,1,0,4,17,21.751139277813678,17.000001,Frequent,Haut,Bas,Haut,Moyen,Moyen,Haut,Célibataire,Infra & Cloud,Manager_Consulting,M,Non,Non,0
1105,37,6694,2,8,1,0,4,3,2,2,4,3,3,3,5,10,4,0,0,14,61.66381821143504,14.000001,Occasionnel,Haut,Bas,Haut,Haut,Haut,Haut,Divorcé(e),Infra & Cloud,Cadre Commercial_Commercial,F,Oui,Oui,0
1106,25,3691,1,7,7,7,4,3,3,1,4,2,4,1,3,4,1,5,6,15,2.5668512947555158,2.5000001666666667,Occasionnel,Bas,Très bas,Haut,Haut,Très bas,Très bas,Marié(e),Entrepreunariat,Consultant_Consulting,M,Oui,Non,1
1107,26,2377,1,1,1,1,1,4,3,1,3,3,2,1,0,21,3,0,0,20,77.74015465951481,20.000001,Occasionnel,Très bas,Très bas,Très bas,Bas,Haut,Haut,Divorcé(e),Transformation Digitale,Consultant_Consulting,M,Non,Oui,1
1108,33,2313,4,5,2,2,1,4,2,1,2,2,3,0,0,25,3,2,2,20,17.214962877978373,6.666667,Occasionnel,Très bas,Très bas,Très bas,Très bas,Moyen,Bas,Célibataire,Transformation Digitale,Assistant de Direction_Consulting,M,Oui,Non,1
1109,42,17665,0,23,22,6,4,3,3,4,1,4,3,1,3,2,2,13,7,17,0.5163036075266567,1.2142857857142857,Occasionnel,Moyen,Haut,Haut,Haut,Très bas,Très bas,Marié(e),Transformation Digitale,Senior Manager_Consulting,M,Non,Non,0
1111,28,2596,1,1,1,0,1,3,2,1,2,1,3,2,2,1,3,0,0,15,58.96584551852671,15.000001,Frequent,Très bas,Très bas,Bas,Haut,Haut,Haut,Divorcé(e),Transformation Digitale,Consultant_Consulting,M,Non,Oui,1
1113,50,4728,3,5,0,0,4,3,3,2,3,4,3,0,4,1,4,0,0,14,118.46057505848329,14.000001,Frequent,Bas,Très bas,Très bas,Très bas,Haut,Haut,Célibataire,Autre,Cadre Commercial_Commercial,M,Oui,Oui,1
1114,33,4302,0,4,3,2,4,3,3,2,2,3,3,1,3,7,3,0,2,17,35.56003995633098,17.000001,Frequent,Bas,Très bas,Très bas,Très bas,Haut,Haut,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,F,Non,Non,0
1115,34,2979,3,6,0,0,3,3,2,1,4,4,3,3,2,3,4,0,0,17,135.99454385116925,17.000001,Aucun,Bas,Très bas,Haut,Moyen,Haut,Haut,Marié(e),Infra & Cloud,Assistant de Direction_Consulting,M,Non,Oui,0
1116,48,16885,2,27,5,4,1,4,4,4,4,3,2,0,3,1,4,2,1,22,11.897405174960442,7.333333666666667,Aucun,Moyen,Haut,Bas,Haut,Moyen,Bas,Célibataire,Transformation Digitale,Senior Manager_Consulting,M,Non,Non,0
1117,45,5593,1,15,15,10,2,3,2,2,3,4,3,1,2,9,4,4,12,13,1.4022857123544328,2.6000001999999998,Aucun,Haut,Très bas,Bas,Très bas,Très bas,Très bas,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,F,Non,Non,0
1118,52,10445,7,18,8,6,2,3,3,3,2,4,3,0,4,7,4,4,0,19,3.9072338449978457,3.8000002000000004,Occasionnel,Moyen,Bas,Moyen,Haut,Bas,Très bas,Célibataire,Infra & Cloud,Manager_Consulting,M,Non,Oui,0
1119,38,8740,0,9,8,7,3,3,2,3,3,2,3,2,2,10,4,2,7,14,4.705960273181729,4.6666669999999995,Occasionnel,Moyen,Bas,Moyen,Moyen,Bas,Bas,Divorcé(e),Marketing,Cadre Commercial_Commercial,M,Oui,Non,0
1120,29,2514,4,11,7,5,3,4,3,1,4,1,3,1,1,28,4,1,7,22,10.766289102860785,11.0000005,Occasionnel,Très bas,Très bas,Bas,Très bas,Bas,Moyen,Divorcé(e),Infra & Cloud,Assistant de Direction_Consulting,F,Non,Non,0
1121,28,7655,0,10,9,7,4,3,3,3,2,2,2,3,3,3,3,1,7,17,7.601758640325119,8.5000005,Occasionnel,Haut,Bas,Haut,Haut,Bas,Moyen,Divorcé(e),Transformation Digitale,Tech Lead_Consulting,F,Non,Non,0
1124,46,17465,3,23,12,9,1,3,3,4,3,4,3,1,3,3,1,4,9,12,1.803325334210701,2.4000002,Occasionnel,Moyen,Haut,Haut,Haut,Très bas,Très bas,Marié(e),Marketing,Senior Manager_Commercial,M,Non,Non,0
1125,38,7351,7,10,1,0,4,3,3,3,2,3,3,0,2,2,2,0,0,16,71.22182576364801,16.000001,Occasionnel,Haut,Bas,Haut,Haut,Haut,Haut,Célibataire,Marketing,Cadre Commercial_Commercial,M,Non,Oui,0
1126,43,10820,8,18,8,7,3,3,3,3,1,3,3,1,1,27,3,0,1,11,11.353521439392454,11.000001,Frequent,Moyen,Moyen,Moyen,Moyen,Bas,Moyen,Marié(e),Infra & Cloud,Tech Lead_Consulting,F,Non,Non,0
1127,39,12169,7,21,18,7,1,3,3,4,4,4,3,3,4,2,3,11,5,11,0.453833466897046,0.91666675,Frequent,Moyen,Moyen,Moyen,Moyen,Très bas,Très bas,Divorcé(e),Infra & Cloud,Manager_Consulting,M,Non,Non,1
1128,40,19626,1,21,20,7,3,3,2,5,3,1,4,0,2,14,3,4,9,14,1.3179549539111102,2.8000002,Occasionnel,Moyen,Haut,Moyen,Moyen,Très bas,Très bas,Célibataire,Transformation Digitale,Directeur Technique_Consulting,M,Non,Non,0
1131,21,2070,1,2,2,2,4,3,2,1,2,3,4,0,6,1,1,2,2,11,9.332629234570922,3.666667,Occasionnel,Très bas,Très bas,Très bas,Très bas,Bas,Très bas,Célibataire,Entrepreunariat,Assistant de Direction_Consulting,F,Oui,Non,0
1132,39,6782,9,9,5,4,3,3,3,2,2,3,2,0,2,9,3,0,3,15,22.055438372727657,15.000001,Aucun,Haut,Bas,Moyen,Moyen,Haut,Haut,Célibataire,Infra & Cloud,Consultant_Consulting,M,Non,Non,0
1133,36,7779,2,18,11,9,1,4,3,2,4,1,3,0,0,18,4,0,9,20,14.932186775230031,20.000001,Aucun,Haut,Bas,Haut,Bas,Moyen,Haut,Célibataire,Infra & Cloud,Tech Lead_Consulting,M,Non,Non,0
1135,31,2791,0,3,2,2,3,3,4,1,4,1,3,1,4,20,3,2,2,12,10.579352166788958,4.000000333333333,Frequent,Très bas,Très bas,Haut,Haut,Bas,Très bas,Marié(e),Infra & Cloud,Représentant Commercial_Commercial,M,Non,Non,0
1136,28,3201,0,6,5,3,1,3,2,1,2,1,1,0,2,2,1,0,4,17,22.869338876999024,17.000001,Occasionnel,Bas,Très bas,Haut,Haut,Haut,Haut,Marié(e),Infra & Cloud,Assistant de Direction_Consulting,M,Non,Non,0
1137,35,4968,1,5,5,2,4,3,3,2,4,4,3,1,3,11,2,0,2,11,15.603453553099902,11.000001,Frequent,Haut,Très bas,Très bas,Bas,Moyen,Moyen,Divorcé(e),Marketing,Cadre Commercial_Commercial,M,Non,Non,0
1138,49,13120,6,22,9,8,4,3,2,4,2,2,3,1,3,8,4,2,3,17,5.373116240892216,5.666667,Occasionnel,Moyen,Moyen,Moyen,Moyen,Bas,Bas,Marié(e),Entrepreunariat,Cadre Commercial_Commercial,M,Non,Non,0
1140,34,4033,2,5,3,2,4,3,3,2,3,4,2,0,3,2,2,0,2,11,22.83191480154236,11.000001,Frequent,Bas,Très bas,Très bas,Très bas,Haut,Moyen,Célibataire,Infra & Cloud,Tech Lead_Consulting,M,Non,Non,0
1143,29,3291,0,8,7,5,4,3,3,1,2,4,2,2,2,10,3,1,1,14,7.0868447477755,7.0000005,Frequent,Bas,Très bas,Haut,Haut,Bas,Bas,Divorcé(e),Infra & Cloud,Assistant de Direction_Consulting,F,Non,Non,0
1148,42,4272,4,16,1,0,2,3,1,2,4,1,3,0,3,29,3,0,0,19,79.42068281865396,19.000001,Occasionnel,Bas,Très bas,Moyen,Moyen,Haut,Haut,Célibataire,Transformation Digitale,Consultant_Consulting,M,Non,Oui,0
1150,29,5056,1,10,10,7,2,3,2,2,4,3,2,1,2,8,1,1,2,15,5.814906320214929,7.5000005,Occasionnel,Haut,Très bas,Très bas,Très bas,Bas,Bas,Marié(e),Transformation Digitale,Tech Lead_Consulting,M,Oui,Non,0
1152,38,2844,1,7,7,6,3,3,4,1,3,4,4,1,2,1,3,5,0,13,2.154023884554249,2.166666833333333,Occasionnel,Très bas,Très bas,Bas,Très bas,Très bas,Très bas,Marié(e),Ressources Humaines,Ressources Humaines_Ressources Humaines,M,Non,Oui,0
1154,28,2703,1,3,3,1,3,3,2,1,3,4,3,1,2,6,3,0,2,14,27.65870800569185,14.000001,Frequent,Très bas,Très bas,Bas,Haut,Haut,Haut,Divorcé(e),Infra & Cloud,Assistant de Direction_Consulting,M,Oui,Non,0
1156,18,1904,1,0,0,0,3,3,3,1,3,4,3,0,0,8,1,0,0,12,90.6268550029669,12.000001,Aucun,Très bas,Très bas,Très bas,Très bas,Haut,Moyen,Célibataire,Transformation Digitale,Consultant_Consulting,M,Non,Oui,1
1157,33,8224,0,6,5,2,1,3,3,2,1,1,3,0,3,9,4,0,3,17,25.542313300117385,17.000001,Occasionnel,Haut,Bas,Haut,Moyen,Haut,Haut,Célibataire,Marketing,Cadre Commercial_Commercial,F,Oui,Non,1
1158,41,4766,3,6,1,0,2,3,3,1,4,1,3,1,4,12,4,0,0,11,46.58210273836277,11.000001,Occasionnel,Bas,Très bas,Moyen,Moyen,Haut,Moyen,Marié(e),Infra & Cloud,Consultant_Consulting,M,Oui,Oui,0
1160,31,2610,1,2,2,2,3,3,3,1,3,3,2,1,5,15,3,2,2,12,10.489985632430901,4.000000333333333,Frequent,Très bas,Très bas,Bas,Bas,Bas,Très bas,Marié(e),Transformation Digitale,Consultant_Consulting,M,Non,Non,1
1161,37,5731,7,9,6,2,3,3,2,2,4,3,3,2,2,25,2,1,3,13,8.035690422153186,6.5000005,Occasionnel,Haut,Très bas,Bas,Bas,Bas,Bas,Divorcé(e),Transformation Digitale,Manager_Consulting,F,Non,Non,0
1162,27,2539,1,4,4,2,4,3,2,1,3,3,3,1,0,6,3,2,2,13,6.794597301338862,4.333333666666666,Occasionnel,Très bas,Très bas,Bas,Bas,Bas,Bas,Marié(e),Infra & Cloud,Assistant de Direction_Consulting,M,Non,Non,0
1163,34,5714,1,6,6,5,2,4,3,2,3,1,2,0,3,9,1,1,3,20,12.358357155387699,10.0000005,Occasionnel,Haut,Très bas,Bas,Bas,Moyen,Moyen,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,F,Non,Non,0
1164,35,4323,1,6,5,4,3,3,3,1,3,2,1,0,2,8,4,1,4,17,11.86024361757007,8.5000005,Occasionnel,Bas,Très bas,Haut,Haut,Moyen,Moyen,Célibataire,Entrepreunariat,Ressources Humaines_Ressources Humaines,M,Non,Non,0
1165,29,7336,1,11,11,8,4,3,2,3,1,1,1,1,3,23,1,3,10,13,2.4106024592493176,3.25000025,Occasionnel,Haut,Bas,Haut,Bas,Très bas,Très bas,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,F,Non,Non,1
1166,40,13499,9,20,18,7,2,3,3,3,3,3,2,0,3,9,4,2,13,17,2.836448665012207,5.666667,Frequent,Moyen,Moyen,Bas,Bas,Très bas,Bas,Célibataire,Transformation Digitale,Directeur Technique_Consulting,F,Non,Non,0
1167,42,13758,0,22,21,9,3,3,3,4,1,2,2,0,2,12,3,13,14,12,0.37127724267072154,0.8571429285714285,Frequent,Moyen,Moyen,Moyen,Moyen,Très bas,Très bas,Célibataire,Infra & Cloud,Cadre Commercial_Commercial,M,Oui,Non,1
1171,42,5155,7,9,6,4,2,3,3,2,1,4,4,0,3,4,4,1,5,13,7.937351520048884,6.5000005,Occasionnel,Haut,Très bas,Bas,Bas,Bas,Bas,Célibataire,Marketing,Cadre Commercial_Commercial,M,Non,Non,0
1172,35,2258,6,10,8,0,4,3,2,1,3,2,3,1,2,1,4,1,7,12,5.148452106682974,6.0000005,Occasionnel,Très bas,Très bas,Très bas,Bas,Bas,Bas,Marié(e),Transformation Digitale,Consultant_Consulting,M,Non,Non,0
1173,24,3597,8,6,4,3,4,4,3,1,2,4,3,0,2,24,3,1,2,22,18.01389433073639,11.0000005,Occasionnel,Bas,Très bas,Haut,Haut,Moyen,Moyen,Célibataire,Transformation Digitale,Consultant_Consulting,M,Non,Non,0
1175,28,2515,1,1,1,1,3,3,3,1,4,4,2,0,4,12,1,0,0,11,43.06734481322463,11.000001,Occasionnel,Très bas,Très bas,Bas,Haut,Haut,Moyen,Marié(e),Infra & Cloud,Consultant_Consulting,F,Oui,Oui,1
1177,26,4420,1,8,8,7,1,4,4,1,4,2,3,1,2,3,4,0,7,22,20.51896385092206,22.000001,Occasionnel,Bas,Très bas,Moyen,Haut,Moyen,Haut,Marié(e),Transformation Digitale,Consultant_Consulting,M,Non,Non,0
1179,30,6578,1,10,10,3,3,3,2,2,3,1,3,1,3,10,3,1,4,18,7.1931587935993635,9.0000005,Occasionnel,Haut,Bas,Haut,Haut,Bas,Moyen,Marié(e),Marketing,Cadre Commercial_Commercial,M,Non,Non,0
1180,40,4422,3,16,1,1,3,3,2,2,4,4,1,1,3,26,2,0,0,13,54.56473180343087,13.000001,Frequent,Bas,Très bas,Moyen,Moyen,Haut,Moyen,Marié(e),Transformation Digitale,Assistant de Direction_Consulting,F,Oui,Oui,0
1182,35,10274,2,15,7,7,3,3,2,3,2,2,4,1,2,2,3,6,4,18,2.9691866418933732,2.5714287142857146,Occasionnel,Moyen,Bas,Moyen,Moyen,Très bas,Très bas,Divorcé(e),Infra & Cloud,Tech Lead_Consulting,M,Non,Non,0
1184,34,5343,0,14,13,9,4,4,2,2,1,3,3,0,3,1,3,4,9,20,2.4524943269722765,4.000000200000001,Frequent,Haut,Très bas,Très bas,Très bas,Très bas,Très bas,Célibataire,Transformation Digitale,Manager_Consulting,M,Non,Non,0
1185,35,2376,1,2,2,2,4,3,2,1,4,2,4,1,2,4,4,2,2,13,11.22852620547522,4.333333666666666,Frequent,Très bas,Très bas,Très bas,Très bas,Bas,Bas,Marié(e),Autre,Consultant_Consulting,M,Non,Non,0
1188,43,5346,8,7,4,3,1,3,1,2,3,2,2,0,2,9,3,1,3,13,11.159579073862444,6.5000005,Occasionnel,Haut,Très bas,Bas,Bas,Bas,Bas,Célibataire,Marketing,Cadre Commercial_Commercial,F,Non,Non,1
1190,32,2827,1,1,1,0,3,3,3,1,1,3,3,3,3,2,1,0,0,12,47.68395413576129,12.000001,Aucun,Très bas,Très bas,Haut,Moyen,Haut,Moyen,Divorcé(e),Infra & Cloud,Représentant Commercial_Commercial,F,Non,Oui,0
1191,56,19943,4,28,5,2,4,3,3,5,1,4,3,1,2,4,4,4,2,13,4.290296567610924,2.6000001999999998,Occasionnel,Moyen,Haut,Moyen,Moyen,Bas,Très bas,Divorcé(e),Entrepreunariat,Senior Manager_Consulting,F,Non,Non,0
1192,29,3131,1,10,10,8,2,3,3,1,4,1,3,1,5,6,1,0,8,13,9.512959981078735,13.000001,Occasionnel,Bas,Très bas,Haut,Très bas,Bas,Moyen,Marié(e),Transformation Digitale,Consultant_Consulting,F,Non,Non,0
1193,19,2552,1,1,1,1,3,4,3,1,1,3,3,0,4,9,2,0,0,25,98.06280913803076,25.000001,Occasionnel,Très bas,Très bas,Bas,Bas,Haut,Haut,Célibataire,Infra & Cloud,Assistant de Direction_Consulting,M,Non,Oui,0
1195,45,4477,4,7,3,2,1,3,3,1,3,3,2,1,2,7,3,0,2,19,39.932928138236775,19.000001,Occasionnel,Bas,Très bas,Moyen,Moyen,Haut,Haut,Marié(e),Transformation Digitale,Assistant de Direction_Consulting,F,Oui,Non,0
1196,37,6474,1,14,14,8,4,3,2,2,4,2,2,1,2,1,3,3,11,13,1.9014026550180745,3.25000025,Occasionnel,Haut,Bas,Haut,Bas,Très bas,Très bas,Marié(e),Infra & Cloud,Tech Lead_Consulting,F,Non,Non,0
1198,20,3033,1,2,2,2,1,3,2,1,3,1,2,0,2,3,3,1,2,12,16.035275656089812,6.0000005,Occasionnel,Bas,Très bas,Haut,Haut,Moyen,Bas,Célibataire,Infra & Cloud,Consultant_Consulting,M,Non,Non,0
1200,44,2936,1,6,6,4,3,3,3,1,3,3,3,0,4,10,4,0,2,11,12.548084461189822,11.000001,Occasionnel,Bas,Très bas,Haut,Bas,Moyen,Moyen,Célibataire,Infra & Cloud,Assistant de Direction_Consulting,M,Oui,Non,1
1201,53,18606,3,26,7,7,4,3,3,5,3,2,3,1,6,7,2,4,7,18,4.424082155626767,3.6000002,Occasionnel,Moyen,Haut,Haut,Moyen,Bas,Très bas,Divorcé(e),Transformation Digitale,Senior Manager_Consulting,F,Non,Non,0
1202,29,2168,0,6,5,4,2,3,1,1,4,1,2,1,2,15,1,1,3,18,11.52303290640877,9.0000005,Occasionnel,Très bas,Très bas,Très bas,Très bas,Bas,Moyen,Marié(e),Infra & Cloud,Assistant de Direction_Consulting,F,Oui,Non,0
1203,22,2853,0,1,0,0,3,3,2,1,4,2,3,1,5,3,4,0,0,11,87.52125273488139,11.000001,Frequent,Très bas,Très bas,Bas,Haut,Haut,Moyen,Marié(e),Infra & Cloud,Assistant de Direction_Consulting,M,Oui,Oui,1
1204,46,17048,8,28,26,15,3,4,3,4,1,1,3,0,2,2,3,15,9,23,0.5187696454468683,1.4375000625,Occasionnel,Moyen,Haut,Haut,Très bas,Très bas,Très bas,Marié(e),Marketing,Senior Manager_Commercial,F,Non,Non,0
1206,44,2290,2,6,0,0,4,3,1,1,3,4,3,0,3,17,3,0,0,13,100.57767560863911,13.000001,Aucun,Très bas,Très bas,Très bas,Bas,Haut,Moyen,Célibataire,Infra & Cloud,Assistant de Direction_Consulting,M,Non,Oui,0
1207,33,3600,1,5,5,4,2,3,3,1,3,4,3,1,2,2,3,1,4,13,8.871381451366853,6.5000005,Occasionnel,Bas,Très bas,Haut,Bas,Bas,Bas,Marié(e),Ressources Humaines,Ressources Humaines_Ressources Humaines,M,Non,Non,0
1210,41,2107,6,5,1,0,1,3,2,1,1,1,1,1,2,5,2,0,0,17,65.05471055886811,17.000001,Aucun,Très bas,Très bas,Très bas,Très bas,Haut,Haut,Divorcé(e),Infra & Cloud,Assistant de Direction_Consulting,M,Non,Oui,1
1211,30,4115,8,8,4,3,3,3,3,2,1,3,3,3,3,29,4,0,3,19,31.626022632952395,19.000001,Occasionnel,Bas,Très bas,Très bas,Très bas,Haut,Haut,Divorcé(e),Infra & Cloud,Cadre Commercial_Commercial,M,Non,Non,0
1212,40,4327,5,5,0,0,2,3,3,2,2,4,3,3,2,2,4,0,0,12,100.47433821917663,12.000001,Frequent,Bas,Très bas,Très bas,Très bas,Haut,Moyen,Marié(e),Transformation Digitale,Cadre Commercial_Commercial,M,Non,Oui,0
1215,50,17856,2,32,2,2,4,4,3,4,1,3,3,1,3,2,3,2,2,22,23.931480985387516,7.333333666666667,Frequent,Moyen,Haut,Haut,Haut,Haut,Bas,Marié(e),Transformation Digitale,Senior Manager_Consulting,F,Non,Non,0
1216,28,3196,1,6,6,5,4,3,2,1,1,3,3,3,2,19,4,3,3,12,3.4585580663816513,3.00000025,Occasionnel,Bas,Très bas,Haut,Très bas,Bas,Très bas,Marié(e),Transformation Digitale,Consultant_Consulting,M,Non,Non,0
1217,46,19081,5,25,4,2,4,3,3,5,2,1,3,1,2,15,2,0,3,11,21.68430364618609,11.000001,Occasionnel,Moyen,Haut,Moyen,Moyen,Moyen,Moyen,Marié(e),Infra & Cloud,Directeur Technique_Consulting,M,Non,Non,0
1218,35,8966,3,15,7,7,3,3,3,2,1,4,3,3,2,17,4,1,7,15,8.532475366599199,7.5000005,Occasionnel,Moyen,Bas,Moyen,Moyen,Bas,Bas,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,M,Oui,Non,0
1219,24,2210,1,1,1,0,4,3,3,1,2,1,1,1,3,17,2,0,0,13,50.05780502617349,13.000001,Occasionnel,Très bas,Très bas,Très bas,Bas,Haut,Moyen,Marié(e),Infra & Cloud,Consultant_Consulting,F,Non,Oui,1
1220,33,4539,1,10,10,7,2,3,3,2,3,1,2,1,3,25,3,0,1,12,9.186199628464275,12.000001,Frequent,Bas,Très bas,Très bas,Très bas,Bas,Moyen,Marié(e),Transformation Digitale,Cadre Commercial_Commercial,F,Non,Non,0
1221,36,2741,1,7,7,7,3,3,1,1,3,3,3,1,4,6,4,1,7,14,6.9268879973846555,7.0000005,Occasionnel,Très bas,Très bas,Bas,Bas,Bas,Bas,Divorcé(e),Infra & Cloud,Consultant_Consulting,M,Non,Non,0
1224,30,3491,1,10,10,7,3,3,3,2,3,1,2,3,4,7,4,8,9,13,1.071282798774781,1.4444445555555554,Occasionnel,Bas,Très bas,Haut,Bas,Très bas,Très bas,Divorcé(e),Infra & Cloud,Consultant_Consulting,M,Non,Non,0
1225,44,4541,1,20,20,11,4,4,3,2,4,2,3,0,3,29,4,13,17,25,0.7160818928155113,1.7857143571428573,Occasionnel,Bas,Très bas,Moyen,Bas,Très bas,Très bas,Célibataire,Autre,Assistant de Direction_Consulting,M,Non,Non,0
1226,20,2678,1,2,2,1,3,3,4,1,4,4,3,0,2,21,3,2,2,17,14.909376519495247,5.666667,Occasionnel,Très bas,Très bas,Haut,Moyen,Moyen,Bas,Célibataire,Marketing,Représentant Commercial_Commercial,M,Non,Non,0
1228,46,7379,2,12,6,3,4,3,3,2,4,3,2,1,3,2,4,1,4,11,6.997987642862043,5.5000005,Occasionnel,Haut,Bas,Haut,Moyen,Bas,Bas,Divorcé(e),Entrepreunariat,Tech Lead_Consulting,M,Non,Non,0
1231,42,6272,7,10,4,3,4,3,4,2,1,1,4,1,3,2,5,0,3,16,27.980833710711583,16.000001,Aucun,Haut,Bas,Moyen,Moyen,Haut,Haut,Marié(e),Transformation Digitale,Ressources Humaines_Ressources Humaines,M,Non,Non,0
1233,60,5220,0,12,11,7,2,3,4,2,4,2,3,1,3,7,4,1,9,18,6.42033353174309,9.0000005,Occasionnel,Haut,Très bas,Bas,Bas,Bas,Moyen,Divorcé(e),Marketing,Cadre Commercial_Commercial,M,Oui,Non,0
1234,32,2743,1,2,2,2,3,4,2,1,2,3,3,1,2,13,3,2,2,20,17.593716410454167,6.666667,Frequent,Très bas,Très bas,Bas,Bas,Moyen,Bas,Marié(e),Autre,Consultant_Consulting,F,Non,Non,0
1235,32,4998,4,10,8,7,4,3,3,2,3,4,3,0,2,2,2,0,7,14,13.248656990753684,14.000001,Frequent,Haut,Très bas,Moyen,Haut,Moyen,Haut,Célibataire,Infra & Cloud,Assistant de Direction_Consulting,F,Oui,Non,0
